symbol,community
MYCBP2,7
ANAPC11,9
ACTR5,23
B3GALNT2,65
BARX2,59
BEX1,78
C5orf64,59
C6orf136,59
C8orf44,59
CDH19,102
CDK18,7
CEBPZ,1
CMIP,59
COL12A1,59
CSNK1A1L,59
CYBB,59
DCLRE1C,49
DDO,59
DDX58,9
EBF3,59
EFHC1,104
EPOR,2
EXT1,201
FGA,59
GAMTP1,59
GGCT,160
GRIK3,59
GRM3,59
LCE1B,59
LETM2,59
LINC00173,59
LRRTM1,4
MAGEC2,9
MAGEF1,337
MAP7D1,6
MASTL,146
MED19,17
MEP1A,59
MMAA,59
MOCS1,154
MS4A1,229
Myb,122
NAT8B,59
NELFE,1
NHEJ1,59
Notch4,59
NUDT4P1,59
OR51V1,59
PALM2-AKAP2,59
POLR2K,17
PRR36,59
PTPRN2,71
RAG1,1
RERG,59
RNPC3,59
SHROOM4,59
SLC17A1,59
SLC35A1,179
SPAG11B,59
SPRYD3,59
STYX,57
TBX4,59
TNFRSF19,515
TRAT1,2
TRIM58,59
TUBBP2,59
TXLNGY,59
VPS16,115
ZNF563,276
ACPP,66
ASPRV1,375
ENDOU,66
IL1RN,70
KLK10,66
KLK7,66
ME1,66
RNASE7,66
SDR9C7,66
SERPINA12,66
SULT2B1,66
C2orf73,400
CFAP36,400
SH3BGR,400
FDX1L,568
FDXACB1,460
RBMXL1,1
PTGER4,296
DNM3,97
KCTD4,39
TMF1,509
FEZ2,469
C16orf59,469
SAP30L,11
SCOC,294
TBC1D25,15
WWC1,7
ZNF251,469
FGD6,15
AIPL1,270
AKAP1,46
ANKHD1-EIF4EBP3,7
CRYBG3,6
CTTNBP2NL,19
GNS,8
HPS5,166
INPP5B,417
PACS1,276
PDE5A,270
PPP2R3C,6
SNX30,6
TATDN3,6
CEP83,20
GANC,19
JADE2,423
POC1A,1
SLMAP,19
STRIP1,19
STRIP2,19
SURF4,1
CBR1,1
FAHD2A,302
GATB,72
GNPDA2,87
GOT1,87
GPD1,203
NDUFB2,8
PTGR1,510
FKBP7,239
PFAS,1
LMAN2,26
VAMP2,32
FMNL3,1
KBTBD2,588
MEOX1,225
FNIP1,405
Flcn,405
FNIP2,405
PRKAB1,49
DLX5,117
FOXF2,106
NACC1,39
POU2F2,5
TRPS1,498
TSHZ1,117
ZBTB34,500
ZNF536,117
FOXJ1,437
ZBTB10,322
AP5Z1,221
ARID4A,11
KIAA0513,11
UBA7,9
UHRF1BP1,402
FLJ25613,11
PHF23,11
SETD1B,89
TBL1Y,5
TEAD1,51
RPS6KA3,305
Ep300,5
FOXO3B,5
FOXO6,20
PNKP,1
C10orf2,309
CHD1L,21
FOXP2,114
FOXP4,171
VRK3,281
DSG4,114
DUSP14,114
EFHD1,114
FAM124A,227
SP4,281
TSACC,114
FRMD4B,356
KIAA1467,4
NRCAM,4
EPHA4,2
Gab1,2
Grb2,2
NTRK2,2
NTRK3,2
Ptpn11,2
FTO,343
DAK,343
FUNDC1,137
C18orf8,395
CCZ1,295
DDX60,295
MLYCD,295
MON1B,115
RFT1,295
ADAM15,2
ADD2,224
CD36,557
Efs,2
GAB3,2
GRASP,2
GRIN2A,236
GRM1,18
KCNA2,95
KCNA4,2
LAT,2
Mta1,11
Mta3,2
PECAM1,2
PLCG2,2
PTPRA,2
PTPRD,2
RPS6KA2,99
SH3BP2,2
SKAP1,378
SKAP2,2
SLAMF1,72
TRPC6,2
FZD1,459
RGS2,30
UBTD1,9
SFRP1,530
G2E3,81
CCDC84,1
HELZ2,5
IFIH1,13
IFRD2,70
KHDRBS3,369
MAGEA4,359
METAP1,74
MEX3A,9
MPP1,205
MRPL45,38
ORF1,355
PPP1R10,139
RBFOX1,11
RBM12B,1
RBMS2,1
RNF214,104
SYCP3,1
TMA16,257
ZC3H7A,26
C3orf17,1
RPL22L1,1
RPL3L,1
GRAP2,47
GTF2A1L,24
GABPB1,503
RAB3GAP2,245
FAM90A1,97
LMO1,503
LMO3,433
RBM11,503
GADD45B,53
JMJD1C,5
Mapk14,205
MASP1,305
PFKFB4,205
Ppara,205
Ppard,205
Pparg,174
PTPRK,438
RAI1,214
GALK2,434
GALNT5,308
GALNT12,173
RMND1,285
RASA2,1
RASA3,242
RASAL1,305
LCMT2,157
TROVE2,1
APBB1IP,51
E4F1,1
SREK1IP1,1
ZNF143,11
DHRS11,543
GCLM,543
GCNT2,320
COL14A1,320
TRIM68,198
ASUN,165
DYNC2H1,139
HEXA,1
RAB13,154
RAB24,479
RAB34,395
RASEF,1
SCRN1,386
SPTY2D1,1
CLIC3,70
GLRA2,372
TAGLN3,87
GTF2H1,480
MORC4,90
RN7SL1,1
RNU1-1,1
RNU2-1,1
DECR1,1
GEMIN7,508
GEMIN8,547
MAP2K4,579
RNU4-1,415
SYNC,20
ZFP36L2,583
AGBL5,226
BCAT1,309
FBXO9,226
GFOD2,226
IFT122,271
NKIRAS2,226
PUSL1,226
RALGAPA1,226
RALGAPA2,226
RALGAPB,226
SBF1,37
SPATA5L1,226
TSR3,226
PI4KB,168
RNF11,9
MTFR1L,15
REEP3,15
ACY1,191
AKR1B15,191
HSD17B14,462
MAP3K13,118
PGP,191
PSMG4,191
QDPR,138
HIPK1,275
NUDT18,311
RABEPK,443
ZNRF1,9
Ube2i,39
CCDC146,360
E2F5,360
MCIDAS,360
MTMR1,57
OBFC1,17
ZNF439,360
AKAP3,46
CXCR5,30
TBXA2R,30
ADCK1,8
ARL8A,30
EYA2,22
GNG10,30
GNG4,30
GNG7,30
GPSM3,30
KIAA1919,30
LMBRD2,30
NCF2,30
RGS20,388
SLC25A17,314
LUM,460
ADCY2,30
GNAL,30
STE4,30
Cct5,30
Cctgamma,30
CG5525,30
CG7033,30
CG8258,30
GNG11,30
GNG13,30
GNG2,30
GNG3,30
GNG8,30
GNGT1,30
RASD1,30
T-cp1,30
Tcp-1eta,30
Tcp-1zeta,30
PDCL2,462
TDP1,462
ABCG2,11
ACBD5,90
C6orf120,346
CHCHD6,8
CHPF2,8
DHRS7B,74
ENDOD1,176
HTRA1,291
NDUFA13,8
NDUFB7,8
NDUFS5,8
NDUFV2,8
PCDH7,3
PLGRKT,8
PTGES,8
SFT2D2,397
SPCS2,8
TMEM109,55
TMEM237,55
C17orf67,111
CABLES1,111
CLCN3,4
CSPG5,111
GRID2,330
GRK6,111
Grm5,312
IGHG3,45
LDOC1L,111
MORN4,27
MYOCD,12
RPL13AP17,111
SLC25A18,111
SPATA8,111
SSNA1,451
Stx6,111
ZNF564,111
GORAB,513
HOXD9,513
HSD17B7,513
NKG7,513
ZNF16,513
ACY3,248
BEND5,126
ENOX1,126
MORN2,131
RGS3,85
SCAND1,126
STOX1,126
TEKT3,251
TMED3,163
ZMAT1,126
BET1L,513
PTAR1,168
TRAPPC13,109
CCBL2,510
FAH,510
GYG1,510
UPP1,533
ARHGEF9,466
POLR3B,190
RPAP1,1
GPR137B,576
DOC2A,576
ABI3BP,459
ACAP1,2
AEBP1,2
AGER,235
AGT,202
ALAS2,2
ALK,2
AMBP,2
ARHGAP9,99
ARHGEF5,428
ATP8,2
C21orf58,2
C21orf91,294
CD22,2
CD28,2
CSF3R,2
Dnm1,453
DRD3,331
FABP1,203
GAREML,202
GHR,2
GJA9,2
GPANK1,100
GSTK1,1
HOMEZ,2
HSPG2,1
HUNK,20
ITIH4,2
KIRREL,131
KRT33B,304
KRT35,10
KRT36,304
KRT81,10
KRT82,324
KRT86,26
LAT2,2
LAX1,92
LIME1,197
LMO2,17
LMX1A,27
LTK,2
LY6G6F,2
MAP2,2
MAP4K3,534
MLXIPL,2
MYOZ1,103
NKD2,7
NUTM2F,2
PACRGL,279
PARD6A,43
PCDHB5,140
PIK3AP1,2
Plcg1,2
PLEKHS1,2
PRAP1,581
PRR22,2
PSTPIP2,2
PTPN12,2
PTPN18,212
PTPRE,1
RBP4,191
RNF10,9
SH2B1,2
SH2D5,2
SHANK3,2
SHBG,451
Shc1,2
SLC1A2,2
SOCS4,194
STARD10,131
STK32C,2
Synj1,2
TEC,2
TMEM128,95
TSPAN2,492
TTYH2,18
VAV3,2
WBSCR27,131
WIPF3,233
ZMYM6,85
GRIA2,330
AGAP2,43
GRIA1,330
Grip1,330
NCOA4,5
Hk3,186
KRTAP26-1,186
OTUD5,186
TAT,186
TRIB3,338
LYRM7,8
NDUFAF5,8
MIR9-1,1
MRPS34,1
NME4,393
PNPT1,1
RNMTL1,38
ACSBG1,78
ADIRF,78
Arhgef11,12
ASRGL1,78
ATPIF1,78
Axin1,119
AXIN2,356
DBI,225
DDIT4,7
Deaf1,78
DEFA1,103
DHX34,78
Dvl1,78
EPM2A,49
EYA1,412
FRAT1,186
FRAT2,78
Gm4779,78
GPR39,78
H2-Aa,78
IQCG,78
KIAA1191,69
Krba1,78
KRBA1,315
Lzts2,49
Map3k11,78
MAP3K2,7
MID1IP1,476
NAT9,78
Nbr1,78
NFE2L3,48
Nono,78
NUB1,1
Prox2,78
Prune,78
SGK3,78
SMYD2,108
SNAI2,11
Spice1,78
TAZ,65
TMEM44,78
VPS51,20
Vta1,78
Zbed3,78
ZFPM1,280
GTF2A2,24
ALKBH2,304
HMGCL,377
MUC7,45
OXSM,8
PRB1,69
PRPF18,69
SERPINB1,1
SLC22A2,45
UL48,45
DDX51,133
ZNF496,5
ZNF579,536
POLR3D,190
ZNF629,367
SBNO1,1
GTPBP10,35
PCBP4,35
MRTO4,1
GXYLT1,239
ASPHD2,239
P2RX2,239
ANXA2P2,1
APOA1BP,64
CBX2,22
CCDC86,1
GAN,1
GON4L,29
HIST1H1T,1
HIST1H2BM,69
HIST1H2BO,1
MIER3,11
PPM1D,86
PTGES2,161
SS18L2,458
TOPORS,1
TOR1B,201
TP53I3,237
TXNDC12,199
WRAP53,1
YBX2,1
ZCCHC9,1
ZNF22,1
HIST1H4G,1
ZNHIT1,23
ASF1A,146
CCDC71,11
DHRS12,1
ear,1
HDAC9,7
Mllt3,1
TH,500
yaf9,1
HACL1,156
PLXDC2,246
GPC1,4
ACAA1,348
AK8,476
ASB7,436
C3orf62,464
CAGE1,42
PXDN,74
RAB11FIP5,1
SKA2,497
STX6,32
VTI1A,32
ACSF3,6
KIF21B,529
LINC00189,6
MRPS24,414
PDF,65
C14orf169,1
HERC5,1
NOB1,1
RRP7A,1
SKIV2L,1
TEX10,1
TMEM37,56
ADH5,236
Btg2,11
C2orf69,157
CBFA2T3,27
Cbx5,11
Dnmt1,11
FEZF2,11
Foxg1,183
FRA10F,11
GCM1,80
GFI1,11
GLI2,92
GPAM,197
HR,11
IKZF2,11
K8,11
MIER2,22
NKX2-2,11
NKX3-2,11
NR0B2,5
OVOL1,11
PADI4,11
PAX3,24
PEX10,91
PGBD3,11
PHF21B,35
PRDM5,310
PRRG4,316
PWWP2A,11
PWWP2B,11
RCOR2,11
RREB1,201
SAMSN1,7
SMARCAD1,1
SNAI3,11
tcf7l1a,183
TRMT61A,325
TRPM7,11
UL28,11
UL29,11
UL38,11
ZNF273,11
ZNF516,514
ZNF608,81
ZNF639,7
DDX53,57
HDAC10,420
MXD1,11
PRDM16,12
RLIM,9
SS18L1,23
BDH1,285
CAMK1,35
CSRP3,15
Ctbp1,15
DNAJB8,297
MEF2C,5
Ncor2,15
NR1H2,5
NUDT4,48
POLE3,1
REV3L,435
SUCLG1,1
Twist1,15
C7orf26,165
EXOSC3,468
HIST1H3B,21
HIST1H3D,1
HIST1H3G,1
HIST1H3H,1
HIST1H3I,1
HIST1H3J,1
INTS10,165
PRSS3,555
RNA18S5,1
RNA28S5,1
HDHD3,348
MTHFD2L,348
AP3S2,351
ZCCHC17,1
ABO,74
ANKRD65,74
C17orf53,493
CARD14,112
DYSF,74
EGFLAM,74
ERV3-1,74
FAM120B,74
KDM4D,74
KIN,74
L3MBTL3,315
LOC390760,74
LYNX1,74
MEIOB,74
MOS,69
NAIP,74
NFX1,1
NTHL1,74
NUDT16L1,74
PHF3,74
PRKG1,577
RAD54L,74
RNASE4,74
RPS6KA4,99
RSPH9,139
SCML2,74
SLCO4C1,74
SP2,281
SPHK2,74
TAAR2,74
TRIM3,9
ZP3,151
ZRANB3,74
UBE2J2,372
PITX2,117
UBE2L6,1
CD58,107
STARD9,107
CCDC78,1
PTPN13,15
RPS26P11,1
SYNE2,452
TMA7,143
HGF,18
ANKEF1,90
ANKRD49,478
ANKRD50,51
ANKS3,271
APBA3,274
ASB13,301
CASKIN1,90
FAM135A,90
FASTKD5,90
HACE1,9
IGHMBP2,166
INVS,264
KATNAL2,90
NT5DC2,160
PARP8,90
PIPSL,216
PLCH1,90
PLXNA4,363
PNKD,25
POLR2L,17
PPIL2,535
RAVER2,260
RNASEL,394
RNF4,1
SERF2,281
SLAIN1,90
SMG9,100
TFB2M,90
TMEM177,38
YIF1A,344
Ap2b1,12
BFAR,9
Hip1r,3
CXCL1,31
MYBL1,54
SIAH1P1,39
SKI,1
ZBTB4,310
C1QA,203
LIMS2,81
TGFB1I1,12
ZNF107,81
HBA2,150
TLX3,244
ZNF727,1
HPD,267
HRSP12,338
NINJ1,267
TMEM176A,267
MAGEA12,22
HEATR6,72
HLA-H,50
KIR3DS1,187
PDK1,381
SGSM3,217
SLC39A3,50
UXS1,159
WDR11,206
CNNM1,140
DNAJC16,50
HLA-F,50
KIR2DL1,50
KIR2DL3,50
LRFN3,229
MR1,163
NSDHL,163
NUS1,50
TMEM206,171
HLA-DRA,229
ATP2B2,4
CELSR1,229
CHST12,229
HLA-DMB,229
HLA-DRB1,4
HLA-DRB5,229
IMPAD1,4
KCNIP4,555
KIAA0922,229
KLK4,229
LRIG1,438
ORF50,39
PLXNA1,229
DSCC1,121
PKD1P1,181
RBMY2FP,134
SFR1,134
ZMAT2,318
CFAP53,100
RABGAP1L,20
TESC,521
TFPT,20
TSSC1,20
ZC4H2,115
AGTRAP,97
HMGB1P1,235
HOXB1,235
HOXB3,235
HOXD11,235
HOXD3,235
NCAN,235
PTPRZ1,316
BKRF1,1
FPGS,377
HMGCS1,113
DNAJC24,399
ATP6V1B1,3
MALSU1,38
MARK4,247
NPDC1,81
PCDHB14,1
PELI2,3
RBM41,145
RBMY1A1,142
RBMY1F,142
RTP5,100
SNX33,417
ZNF385C,227
ZNF792,1
ZNRF2P1,1
ESRP2,260
JMJD4,260
N4BP2L2,260
PHYHD1,260
SAMD11,260
SKIL,12
LGMN,1
MPV17,8
MTX2,297
PTDSS2,176
RHOT2,303
PRMT2,315
ROPN1,49
HOMER1,312
Grm1,312
HOMER2,312
RYR1,312
RYR2,46
TRPC2,312
TRPC5,312
AKTIP,115
HOOK3,115
VPS41,115
ZNF785,193
FAM160A1,115
FAM160A2,115
CHRD,385
KRT38,42
KRTAP12-1,112
KRTAP12-2,112
KRTAP12-4,42
KRTAP3-2,112
KRTAP4-11,42
KRTAP4-7,42
KRTAP5-6,42
KRTAP5-9,42
KRTAP9-2,42
KRTAP9-4,42
LCE3E,42
LCE4A,42
LGALS13,42
LPXN,218
MGAT5B,42
RGS17,42
TBC1D10C,42
TRAPPC6A,109
HOXB7,278
LIN28A,1
NOP16,1
TPBG,1
HSBP1,42
A2m,34
Acaa2,34
Acad10,34
Acadl,34
Acadm,34
Acads,34
Acadvl,34
Acmsd,34
Acnat1,34
Acox1,34
Acsm2,34
Acss1,34
Acy1,34
Adh4,34
Alad,34
Aldh3a1,34
Aldoc,34
Arg2,34
Asl,34
Aspg,34
Ass1,34
Atp6v0c,34
Atp6v0d1,34
Atp6v0e,34
Atp6v1f,34
Car3,34
Cat,34
Ces3a,34
Ckb,34
Ckm,34
Cox5a,34
Cps1,34
Cpt2,34
Cs,34
Cst3,34
Cubn,34
Dbt,34
Dhtkd1,34
Dlat,34
Dld,34
Dlst,34
Dpysl2,34
Ech1,34
Eno1,34
Eno2,34
Eno3,34
Etfa,34
Etfb,34
ETFDH,34
Fabp1,34
Fah,34
Fh1,34
Gapdh,34
Gatm,34
Glul,34
Gpi1,34
Gpx1,34
Gsta1,34
Gsta4,34
Gstm1,34
Gstm2,34
Gstm5,34
Gsto1,34
Gstp1,34
Gstt1,34
Hadh,34
Hadha,88
Hadhb,34
HBA1,31
Hgd,34
Hibadh,34
Hmgcl,34
Hmgcs1,34
HMGCS2,34
Hspb2,34
Hspb6,34
Hspd1,34
Idh1,34
Idh3a,34
Ivd,34
Ldha,34
Ldhb,34
Ldhc,34
Lrp2,34
Mccc1,34
Mccc2,34
Mdh1,34
Myh4,34
Ndufa7,34
Ndufs2,34
Ndufv1,34
Ndufv2,34
Oat,34
Ogdh,34
Paics,34
Pcca,34
Pdha1,34
Pdha2,34
Pdhb,34
Pdhx,34
Pgam1,34
Pgam2,34
Pgk1,31
Pkm,31
Ppa2,34
Prdx1,568
Prdx2,34
Prdx5,34
Prdx6,99
Psmb5,10
Pygb,34
Sdha,34
Sdhb,34
Suclg1,34
Suclg2,34
Sugct,34
Suox,34
TGDS,34
Tpi1,257
HSPA13,1
APOBEC3G,209
AQP2,468
DDIAS,1
GZMB,13
MIM1,1
NLRP12,1
PRKCB,331
RANBP6,161
Slc12a3,1
ABHD14A,1
DNAJC19,161
DNLZ,1
ITPA,201
HSPBAP1,428
NCALD,428
NUTM1,428
PGK2,159
PGM2L1,93
RGN,93
Add1,1
Pafah1b3,1
Uba1,31
RAD1,147
SDHC,8
PCCA,465
RAC2,465
IGF1,197
IGF2,197
MBNL1,1
S100A16,283
UQCRFS1P1,269
IDS,65
CERCAM,65
COCH,65
DHFRL1,65
ENTPD5,65
GALNT18,65
IL17RA,5
LEPREL2,65
NDST2,65
P3H4,65
PDIA5,65
POMGNT2,266
ST3GAL4,4
SUMF1,65
TCTN1,1
WDR47,65
IER3,19
ARRDC4,13
IFNAR1,127
IFNAR2,127
IFNA2,278
PPP1R3B,127
IFT22,167
IFT52,108
SIGLEC7,200
TSPYL4,359
Arrb1,2
CAMP,118
DUPD1,420
DUSP26,425
grf1,2
IL13RA2,135
KCNIP3,2
MPZL2,385
PPI1,2
PTPN7,57
PTPRR,2
Slc23a3,2
SLC23A3,2
VPS45,32
TIMM10B,170
FRA10AC1,1
TTC14,1
CSF2RA,13
LRRC14,13
NLRC5,13
PPP1R15A,371
Snap23,13
ALKBH3,1
C19orf66,148
DCX,423
FAM214B,181
FAM50B,148
Hdac1,370
Ikzf3,148
IKZF4,11
IKZF5,242
ISCU,410
KIF9,505
LSM4,1
MPPED2,148
NEK6,271
Sin3b,370
SYT17,148
IL10,565
IL10RA,565
IL15,293
STAT5B,293
ZNRD1,293
NRBP2,35
CNTFR,101
SGTB,1
ILDR1,9
CCDC59,1
IMP4,1
MPHOSPH6,261
NENF,1
NVL,1
PYROXD1,1
RAB6C,1
TXN2,409
SCPEP1,243
ATP5S,20
INO80D,23
INO80B,1
INSIG2,10
Scap,182
Calmodulin,2
Cav2,2
Grb14,2
GRB14,2
GRB7,483
Hgf,2
INSRR,57
IRF7,12
Irs1,2
KIF5A,297
PRKAA2,49
Socs1,2
Socs6,2
Stat5b,2
INTS8,165
DDX26B,165
INTS9,165
LRP1,106
NAIF1,165
PLCD4,16
DCAF13,1
ZNF331,19
ZNF7,367
IQCE,35
AKAP5,46
LGR4,1
MROH6,3
OXR1,138
PTGR2,29
RPS6KC1,3
IREB2,448
CTSS,575
IRF4,350
ETV7,350
HOXB13,350
MYD88,13
Prdm1,350
YTHDC2,1
DACH2,244
DMRTC2,244
FBLN1,12
VENTX,244
BCAR3,149
TRIM72,27
CYR61,162
ITGA4,1
PLP1,19
ITM2A,110
HLA-DOA,110
PDE4A,539
FCHSD1,202
GOLGA8A,202
GPNMB,202
ITPKA,202
LARP6,202
SEMA6A,202
IVD,358
JADE1,63
1810009A15Rik,63
2810004N23Rik,63
Aatf,63
Abcf1,63
Atp5j2,63
Bbx,63
Bud13,63
Bysl,63
Ccdc86,63
Cd3eap,63
Chd3,63
Chd4,63
Cwc25,63
D8Ertd738e,63
Ddx18,63
Ddx27,63
Dnttip2,63
Eif5b,63
Fbl,63
Ftsj3,63
Gatad2b,63
Gpatch8,63
Gtpbp4,63
Hdgfrp2,63
Hist1h1b,63
Hmgn1,63
Hmgxb4,63
Kat7,63
Kdm5a,63
Map1a,63
Mrps12,63
Mta2,11
Nol10,63
Nop56,63
Nop58,63
NPHP4,63
Phf2,63
Phf20l1,63
PKD1,63
Pogz,63
Polr2b,63
Puf60,63
Rpl23a,63
Rps19bp1,63
Rrp12,63
Rsl1d1,63
Scaf1,63
Sfswap,63
Smarca2,63
Top1,63
Topors,63
Ttf1,63
Ubn1,63
Usp16,63
JAG1,84
JAKMIP2,505
CLIP4,505
LINC00461,48
CEP250,1
HIST1H2A4,5
HIST1H47,5
HIV2gp5,5
NFE2,118
NFE4,11
Notch1,117
PTF1A,27
SAT2,5
PNPLA8,240
HJURP,204
MIS18A,68
KBTBD8,1
KCMF1,1
MRS2,450
NIPSNAP3A,129
DEPDC1B,15
KCTD1,119
KLC3,1
MELK,15
MRI1,103
PANK2,15
TRAPPC6B,109
ZNF711,228
KDM4A,1
CACNA1A,369
CACNA1H,254
CECR6,254
DGKQ,254
ELF4,254
FOXC2,92
FOXG1,1
NR4A3,254
ONECUT2,254
PCNX,254
PRDM13,254
RHOBTB2,86
SLITRK3,254
VGLL3,254
PRMT7,221
DMRT3,369
FBXO32,369
KIAA0355,67
CAMKK1,91
BIN2,70
Arf6,116
SHCBP1,116
MCCC1,31
Ostm1,1
POU1F1,5
SLC38A10,201
PIGC,261
TNS1,73
KLF12,366
KLF6,5
APOM,5
LCOR,142
KLHL14,58
CACNB1,436
PPP2R2B,1
FCGR3B,250
MAP7D2,58
PDXDC2P,58
C6orf165,512
CLDN8,512
WNK3,512
WNK4,512
ASB2,311
INS,64
MTM1,374
OXT,37
CLK4,535
GNL1,140
MMS19,1
SLC5A11,1
EXO1,7
PLAA,1
SPOPL,3
FRG1B,1
AT1G59660,1
COMTD1,25
npp-10,1
NUP100,1
NUP116,1
NUP37,1
Nup98-96,1
PLEKHA8,62
RUSC2,1
SMPD4,1
ABCB5,18
ACSM4,29
ACVRL1,430
ADAM22,29
ADCY8,29
ALKBH7,29
ASB16,1
C11orf72,29
C12orf56,29
C12orf66,29
C14orf183,29
C14orf80,297
C6,29
C9orf84,29
CA12,64
CACNA2D2,65
CCDC112,29
CCDC114,409
CCDC171,29
CCIN,29
CD83,4
CDH5,4
CHN1,29
COX4I2,29
CTNS,29
CTTNBP2,19
CXorf40A,29
CYP11B1,29
DCLK2,143
DHRS7C,29
EDA2R,492
EFCAB12,29
EFNB2,426
EMID1,177
ENPP4,4
ENPP5,29
EPB42,29
F2RL3,29
FAM115C,500
FBXO36,80
FCGR1A,151
FLJ90680,29
FLRT2,29
FNDC9,29
FOXR1,20
FREM1,29
FRMPD1,29
GCM2,29
GDF10,353
GPR56,29
GRIP2,29
GSDMC,29
HCAR1,69
HIGD2A,98
HKDC1,29
HOXB5,128
HOXD1,29
HSD3B2,353
HSD3B7,29
KCNH7,29
KDELC1,29
KIAA0509,29
LCE5A,29
LINC01547,29
LMLN,65
LOC255654,29
LOC283575,29
LOC284379,29
LPAR1,4
LRRC10,216
LRRC32,263
LYPD4,270
MFHAS1,16
MOCS2,29
MRGPRG-AS1,29
MRPL30,29
MRPS36P4,29
MTNR1A,1
NAGS,29
NAP1L6,29
NBR2,29
NOL8,211
NPM1P13,29
NQO2,126
OR2H2,29
OR4K1,29
OSGIN1,27
PHF7,337
PHKBP2,29
PLA2G2A,234
PNPLA4,395
POLM,9
PROM1,29
PSKH2,222
RALGDS,327
RASGRF2,29
RASSF2,7
RCE1,171
RELN,83
RFX4,29
RGL2,91
RGP1,29
RHBDL2,29
RILPL2,29
RNFT1,95
RTN2,95
SDCCAG8,29
SEC14L3,29
SH2D3A,213
SHCBP1L,29
SHOC2,3
SLC11A2,107
SLC9A8,29
SLITRK2,29
SPACA7,29
SPATA17,29
SPTBN5,29
STK32A,29
SYPL2,29
SYTL2,391
TAS2R62P,29
TBC1D8,29
TK2,365
TNFSF13,29
TRIM44,467
TSSK1B,466
TTC31,31
UBE3B,29
VNN1,29
WFDC12,29
ZNF260,344
ZNF584,214
KRBOX4,140
FAM58A,140
LACTB2,203
PALM2,203
SSU72,1
Lama1,207
LAMA5,207
ALDH6A1,93
BRF2,25
MTG2,129
MTX3,437
ORC5,142
PTPMT1,8
RRAGB,211
SLC25A46,4
SLC38A9,211
C19orf70,217
MRPL51,38
TOMM70A,1
DERA,156
FIGN,1
MYO7A,46
TBC1D9,450
ARHGEF15,113
SEPT3,113
AJUBA,7
KIAA1549,202
Kif23,116
MAST2,7
MOAP1,61
MPP5,73
PPP1R11,225
PTPN14,15
WTIP,104
LRPAP1,106
ALDH2,155
ALDH7A1,7
RHEB,18
PCSK9,1
SNX17,106
LETM1,8
CD7,200
MUC16,200
PTPRC,72
SPN,159
ANTXR2,381
CCDC157,1
CDX1,1
CPT1A,1
DSCAM,1
FBLL1,1
HS3ST1,1
NCAPD3,1
NPC1,4
NPC1L1,1
PEA15,305
PKHD1,12
RGPD4,1
RSPO1,276
RSPO2,248
RSPO3,1
RSPO4,1
TPTE,1
TUBA3E,7
ZNRF3,52
DECR2,5
UBXN2A,225
EGLN1,251
Hoxa1,269
PARVB,183
LIN28B,1
TRIM71,297
LIN9,54
TFDP2,54
ABLIM2,73
APBA1,73
ARHGEF26,129
LIN7B,73
MPP2,73
MAGT1,1
LMP1,13
IQCF2,441
KCNJ5,375
KRTAP13-1,441
LONRF2,441
LRCH1,79
LRIG2,438
ANKS1B,106
C1orf85,416
CALCR,106
FAM132B,65
GSG2,1
ITGB1BP1,12
KCTD18,106
LIPC,106
MAPK8IP1,118
MAPK8IP2,444
MMP14,106
PID1,227
PTCD2,282
RTEL1,332
SCN3A,106
SERPINE1,106
SLC25A25,106
LRRC8B,314
ABCB9,314
ADCK2,314
LRRC8C,314
LRRC8D,314
LRRC8E,314
TMEM164,4
TFR2,1
MPDU1,139
UXT,498
TOP3A,1
ZNF473,66
SEMG2,520
SIRT3,129
KIF18B,25
CLK3,1
PAIP2B,1
LYST,440
CELF4,440
TNNI3,277
LZTR1,214
ANKRD53,214
ASB12,214
FANK1,225
PAPOLG,214
ZNF490,432
SNRPGP15,62
ARNT2,145
BIRC8,9
GPR135,51
MPC1,1
NPAS4,1
SIM1,1
SPTLC1,168
EID2B,337
Nsmce1,337
Pias1,337
NOTCH4,12
PHF8,47
MAP10,584
LOC100158003,584
ARHGAP4,188
CCDC69,340
CD74,188
CRELD1,209
DENND6B,188
FAM188A,260
FKBP6,161
MAP4K2,188
NEK10,188
RAD51AP1,45
SPG20,1
ZFAND3,188
ZFAND5,233
Map2k4,7
MAP2K5,18
MAP3K6,334
MAPK8IP3,68
Mbp,2
Il17rd,13
IL17RD,13
Mapkbp1,18
PDPK1,1
PELI3,13
PPM1L,13
RNF19A,484
ROR2,57
SIVA1,13
TAOK1,508
TAOK2,13
Trim30a,13
GBP3,371
ZNF440,534
CENPE,181
cic,99
DUSP1,404
Eif4ebp1,99
ESR2,1
IFI35,280
ITGB6,99
ITPK1,363
Klf4,99
Ksr1,1
MAPK12,99
MTIF3,122
NRL,99
Rps6kb1,118
STAB2,118
TNFRSF25,99
Top2,99
Top2a,99
BARX1,305
BCKDK,507
CA1,64
CDO1,442
CERS1,64
CNTN1,84
CXorf57,248
DDR1,64
DGKZ,73
DNAJC28,64
FBXL16,64
FOXRED2,287
FXYD3,64
MAPKAPK5,403
MDK,37
METTL13,293
MGAT1,500
MIPEP,64
MOK,156
MON1A,64
MYOZ3,64
MZB1,193
NDUFB10,8
NOL4,546
NRXN2,268
PHACTR3,1
PLEKHM1,91
PTOV1,98
RGS19,199
SELK,64
SEPT5,248
SERPINA4,239
SLC41A3,4
SNAPC4,546
